comments	contain_gender_bias	bias	hate
어떻게 기자됐냐 제목 왜이래 어그로끌어 조회수가 중요하지?	False	none	offensive
어떻게 연예 뉴스에 버트 레널즈 사망 소식이 없나	False	none	none
어떻게 저리고급지냐.얼굴이	False	none	none
어떻게 하면 저렇게 잘생길 수가 있지?	False	none	none
어려서부터 몸매관리만 엄청신경써서 정작 머리는 돌대가리일수도있을텐데 공부도 신경써주세요	False	others	offensive
어렵기는 했지만 홍진영의 목소리는 거의 찾았다.그런데 작곡가라 작자는 젼혀못찿네 막귀냐? 청력장애냐?	False	none	hate
어린노무시키가 자꾸 엄마뻘 되는 여자한테 반말하네?	False	others	hate
어린데 왜?????	False	others	none
어린시절 가정교육 못 받은 애들은 절대 그 본성을 숨길수없지	False	others	hate
어린여자가 여자로 보입디까욕심은 끝이없다	False	others	offensive
어릴때 예쁜얼굴 그대로네~흥하길 바랍니다~^^	False	none	none
어머나~ 벌써 이케컸네요~~ 어머 어쩜 고모 이쁜것만 닮은것같아요~~^^ 사랑스럽네요~^^	False	none	none
어머니 진짜 고우시더라. 수수하게 해두 이쁘신데 꾸미시니 부잣집 어머니 같으심. 주름살두 그 연배에 많은 거 아니고 피부도 완전백옥.. 외모만 보면 고생 1도 안하고 관리만 하셨을 것 같이 고우심.	False	others	none
어머니와 아버지가 꾼돈은 잘 해결했나?난 김태희는 좋은데 비는 정말 사기꾼같아서 별루	False	none	offensive
어벤져스3이 마지막인거네요...슬프고슬프도다...ㅜㅠ고인의 명복을 빕니다.	False	none	none
어우 난 남잔데..저리 마른여자는 좀 징그럽더라 살좀있는여자가 건강미있어보이고 좋음	True	gender	offensive
어우 캡쳐만 봐도 재미없냐 어떻게	False	none	none
어이 아줌마 관심없으니까 이제 좀 조용히살아라	False	others	offensive
어이 없는 드라마. 시청자 농낙 하는구나.	False	none	none
어이, 난 「 너 」를 잊어버린건가--	False	none	none
어이가없다 20년사귄다고ㅋㅋㅋ 서로 사랑하는건 절대 아니다	False	none	offensive
어이고..비호감 나오셨네 김지민하고 러브라인 타고 뒤에선 다른여자랑 꽁냥대니 좋았니 ㅋㅋㅋㅋ	False	none	hate
어이쿠야 방예담 얼굴이... 성형이라도 시켜줘라. 저 얼굴로는....	False	others	hate
어제 너무 재밌으시던데요! 잘 봤어요ㅋㅋ뉴스에서 계속 볼 수 있으면 좋겠어요~~	False	none	none
어제 넘웃겻어여 ㅋㅋ특히 도전골든벨 ㅋㅋㅋ코요테 영원하라	False	none	none
어제 못 봤네 재방봐야지요즘 볼거 없었는데~~	False	none	none
어제 완전 웃겼음!ㅋ	False	none	none
어제 우연히 염소,오리와 함께사는 닭들을 봤는데 암탉들 알 품느라 일어나지도 않더라. 한녀들처럼 게을러가지고	True	gender	hate
어제 이분 너무 잼없던데~~ㅠ	False	none	offensive
어제 재밋게 봤어요~ 가끔 본인을 위한 선물로 맘껏 드셨음해요^ ^	False	none	none
어제방송봤는데 정해인보다 더 호감적으로 생겼던데.	False	none	none
어제보면서 한혜진전현무 불편햇던게 나뿐이아니엿구나	False	none	none
어젯밤 집앞 놀이터에 전라도 사투리 쓰는 5명이서 담배 술 고성 노상방뇨등..지구대 신고햇더니 순경두명도 전라도 말투더라 흐미 홍어들 시상 이랑께	False	others	hate
어지간이 하고 들어가지.. 연기는 참	False	none	offensive
어지간히 급했다	False	none	none
어째 7이랑 째지고 시집간다길래 잘사는갑다 했다..	False	others	offensive
어째 정용화보다 팬이 적은거 같다? 하긴 빅뱅감투 내려놓고 솔로앨범 내니깐 개망했었지....역시 지디와 아이들이였음...	False	none	none
어째ᆢ갈수록 재미가 없어지네성훈ㆍ박나래 편만 잼났음	False	none	none
어쨌든 변제 의무가 없는 김영희가 나서서 피해자와 원만하게 합의했으니 잘한건 맞지 뭘 욕을 못해서 안달인지. 피해 당사자도 합의한 건데.	False	none	none
어쨌든 안재현이 불쌍할건없음 구혜선저렇게만든건 안재현이야	False	none	offensive
어쩌다 발견한 하루 기대중	False	none	none
어쩌라고 생활하는데 무슨상관있는지??!!?!나오지마 나오지마!?!? 이런거 올리지마 !ㅣ!!ㅣ정보같지도 않은정보	False	none	hate
어쩌라고 탈세	False	none	offensive
어쩌라고 퇴물틀딱이 이사를가든 뭘하든	False	others	hate
어쩌라고? 누군지도 몰라	False	none	offensive
어쩌면 도찐개찐이지만 이다해가 승리아닌 승리네 ㅎㅎ	False	none	none
어쩐대~~~김 정훈 진짜 진아 조아하던것가뜨만	False	none	none
어쩐지 1위부터 와꾸가 빻고 나머지들 와꾸가 개빻았길래 이게 아이돌이야 싶었는데 이유가 있었군.근데 3랑 4는 투표수까지 조작이라 실질범죄지만1이나 2도 카메라분량이나 캐릭터 잡아주거나 이런것들 청탁 있었을 거 같은데.	False	others	hate
어쩐지 그 많은 빚을 2년만에 갚더니..사달이 났네..	False	none	none
어쩐지 급이 너무 안맞는 데 김수현 파트너로 드라마 들어간다했더니 소속사 영입했네 김수현 형 영화도 그렇고 김수현한테 숟가락 올리고 도움이 안되네	False	none	offensive
어찌됐든 변기유천같은 과거 약쟁이 연애인아님 ?	False	others	hate
어찌라고 드럽게 안어울리네ㅋㅋ결혼해도 금방 헤어질 상이다ㅉㅉ	False	others	offensive
어찌보면 세상 그 누구보다 행복하게 지내는듯	False	none	none
어차피 강성훈 없으면 젝키는 색깔을 잃는다...젝키가 아닌 다른 팀이 되야 할듯	False	none	none
어차피 별로 반성하고싶은맘 없는듯..며칠전에도 팬들이 선물보내줬다고 잔뜩쌓아놓고 인증하던데 ㅋㅋㅋ저놈은그냥 구제불능	False	none	hate
어차피 속바지인데 뭔 노출ㅋㅋ	True	gender	hate
어차피 안본 인간들이 씹어대는거지 ㅋㅋ 본사람들은 좋았음	False	others	none
어케다들 만화랑 잘어울리냐	False	none	none
어허~또 욕할라고 나오네	False	none	offensive
어휴 ....임하룡 선생님 땐 예능이 이렇지 않았는데 그립습니다 임짱	False	none	none
어휴 내가 다 울컥하더라 내딸이야 하는데 .. ㅠ	False	none	none
어휴 시ㅎ발것들아 하지말라는게 아니라 할거면 19금을 걸라는거자나 최소 애들은 저런거 못보게 해야지	False	none	hate
어휴 좀더 어린분 만나서 결혼하시지 ㅋㅋㅋㅋㅋㅋㅋㅋ어휴 2세 안볼거에요 건모형 여자나이 40이면 끝난거에요 병원가서 검사부터 받아보세요 임신가능한가	True	gender	hate
어휴... 표절 아닌데 몰아가지좀 마라 그넘의 마녀사냥은 더런넘들... 교묘하게 피했다는 둥 들어보고 빼박이라는 둥... 댓글삭제하겠지 아니라는게 널리 알려지면 ㅋ	False	none	hate
어휴...한참 뛰어다니며 놀 나이에 얼마나 빡시게 교육 시켯으면 저나이에 4개국어를 ....애 앞날 부모 교육열에 시달릴꺼 생각하면 안타깝다..	False	others	offensive
언냐들 또 불편해?	True	gender	hate
언니 멋져염 소두다 소두	False	none	none
언니 아프면 안되요ㅠㅠㅠㅠㅠㅠㅠ 요새 너무 열일했어ㅜㅜㅜㅜ	False	none	none
언니 응원해요 보고싶어용	False	none	none
언니 이뻐요~~^^	False	none	none
언니 힘내세요!! 삼가 고인의 명복을 빕니다.	False	none	none
언니들 너무 미스캐스팅 아니냐 ㅋㅋ 이모급이네	False	others	offensive
언론앞이니 모였다에 소중한 한표	False	none	offensive
언제까지 부모죄를 자식죄로 계속해서 낚시질인지ㅜ 그냥 티비나오는 마닷이 싫다고 하는것 같아보임 ㅜ	False	none	none
언제까지 우려 먹을꺼지? 1박2일때도 그렇고 뭔 강호동하고 이만기만 만났다 하면 콩트 찍는것도 아니고...나참	False	none	none
언제나오는고?보고싶어용 두분~	False	none	none
언제는 사귀는거 아니라며?ㅋㅋㅋ 뻔한 거짓말을 왜 하는지 ㅉㅉㅉ 여하튼 남자가 임신공격은 성공했구만.	True	gender	hate
언제봐도 눈부신 여신 ~~	False	none	none
언제부터 맹세한다는 의미가 약속한다는 의미와 동일시 됐냐?ㅋㅋㅋㅋㅋ 지-랄났다 진짴ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅈ 달렸다고 한 마음으로 쉴드 쳐주는 것 봐라ㅋ 어이가 없네ㅋㅋㅋㅋㅋㅋㅋ	True	gender	hate
언제부터 청년사업가가.. 돈많은 젊은 사람이 사업할때 쓰는 단어가 됐냐...	False	others	offensive
언제부터 혼전임신이 경사가됬냐 ㅎ 밥은먹고다니냐 보니 살림기본이 안되어있더만 ㅉ	True	gender	offensive
언제적 투애니원이냐 ㅋㅋㅋㅋ 전국노래자랑 이나 가요무대 나가면되겠네 가요프로 나왔다가 얼마나 까일려고 늙었다고. 이제 30대 후반이지???	False	others	offensive
언젠가는 젊은 여자가 좋다는걸 알겠지?	True	gender	hate
언젠가부터안보게되네 노잼	False	none	none
언젠간 어떤남자에게 소유물이 되겠지? ㅇㅇ 노처녀는 안될거 아니냐? 김태희도 결혼할판에 김태희는 비 소유물이다	True	gender	hate
언플쩌네 ㅋ 본사람들 전부 재밌다고 하는 사람이 없던데ㅡㅡ	False	others	hate
얼굴 넓이봐라~축구해도 되겠다.	False	none	offensive
얼굴 돼지상 일땐 비호감 이었는데계속 유지 바랍니다^^	False	none	hate
얼굴 몸매 모든게 아름다워요 세젤예행복하세요~~~	False	none	none
얼굴 못생긴 오크들 또 댓글에서 열폭하네.	False	others	hate
얼굴 알려진 사람이 저렇게까지 하는 이유가 분명 있겠지.... 먼가 있을 것 같네~~	False	none	none
얼굴 옆모습은 두껍고 아저씨 얼굴 처럼 발달하고 앞모습은 갸름하고 코는 디게 크고 찔쭉하고 허리둘래 20센치 그런년은 한국년 맞냐⁉️⁉️⁉️	True	gender	hate
얼굴 왜저래?	False	none	hate
얼굴 큰 아재가 미인을 얻었네 부자냐	True	gender	offensive
얼굴 터질라그러네 ㅋㅋㅋㅋㅋㅋㅋ누가 마약해서 투애니원이 박살났을까?ㅋㅋㅋㅋㅋㅋㅋ	False	none	hate
얼굴도 완전 미인인데다ㅠㅠ 똑똑하기까지 정말 부럽습니다	False	none	none
얼굴도 착하게 생겼는데 그럴 사람이 아니죠. 뭔가 오해가 있는간같은데 정준영 잘생겼고 절대 그럴 사람이 아니에요♡	False	none	none
얼굴도.마음도 이쁘다.심지어 이름도 이쁘다♡	False	none	none
얼굴별로노래별로연기별로 걍ㅍ 키만큼	False	none	offensive
얼굴에 입체감이 없네요;; 제가 더 잘생긴듯	False	none	offensive
얼굴에 칼댔네	False	others	offensive
얼굴은 좀 평범해서 조연정도 유지할듯	False	none	none
얼굴은 진짜 매력적이게 생겼지	False	none	none
얼굴을 갈아 엎든 입술에 뭘 넣든 무슨 상관들인지..그리고 자기가 진짜 안했든 밝히기 싫어서 그런거든 욕할것들은 아니지. 남한테 피해 안주고 자기돈, 시간 들여 했음 오지랖 떨지말고 이러쿵 저러쿵 하지마라.	False	none	offensive
얼굴을 갈아 엎었네	False	none	hate
얼굴의 조화가 뭔가 아쉬운형 ㅡㅡ	False	others	offensive
얼굴이 무섭 ㅜㅜ	False	none	none
얼굴이 차우찬	False	none	none
얼굴형 예쁘고 몸매에 조금만 고치면 대한민국 여신 될텐데...데뷔해서부터 안고치는거 대단	True	gender	offensive
얼래?나경원 자는 왜 온겨?집에서서 애나보지!	True	gender	offensive
얼마 못살고 이혼할거 같긴 하지만 뭐 그것 또한 지들이 선택한거니...	False	none	offensive
얼마 안되서 또 다른 기사 나올듯.. 어릴때 철없이하면 다 그런가봄	False	others	offensive
얼마나 거지같은 티비로 보면 다들 안들린다는 투정 뿐이야.. 좋은거 하나 사라 거지들아	False	others	offensive
얼마나 뚜껑 열리게 했으면...	False	none	none
얼마나 빡대가리면 떨어지누 ㅋㅋㅋㅋ	False	none	hate
얼마나 압도했으면 이런 기사도 나왔겠어ㅋ효린 이쁘기만하구만 연예대상 측도 효린이 이런 스타일의 무대하는 거를 몰라서 불렀겠냐아침부터 왜들 유난인지 어휴	False	none	none
얼마나 할일이없으면 직업이 bj일까	False	others	offensive
얼마나고문을 당했으면 대만의사를 부를까?? 차라리 한국에와서 치료받고 한국남자랑 결혼해버리지~~나랑결혼하면 행복할텐데 ..	False	others	offensive
얼마만에보는 배우다운 비주얼이냐? 둘 얼굴만봐도 존잼 송혜교 분위기 죽인다 고급진 얼굴	False	others	none
얼마전 박서준 박민영 열애설때 사람들이 거짓말하는거 싫다고 나중에밝혀지면 더화난다 이런식 반응이었는데 그거보고 현아가 솔직하게 밝힌거같은데 팬연령층에 따라 다른듯..	False	none	none
얼씨구씨구 들어간다 절씨구씨구 들어간다 작년에 왔던 각설이 죽지도않구 또왔네~~	False	none	none
얼음물 맞고 기부들도 하는지 모르겠네요. 건물지을 기부금을 모으기위해하는건데 그냥 물만 맞고 말면 도대체 돈은 누가 내는지...	False	none	none
엄마 닮아서 길쭉하니 이쁘네요♡♡♡	False	none	none
엄마 돌아가시고 나서야 후회해봤자 아무런 소용없어요.살아 계실때 잘해주세요.미우나 고우나 윤정씨 당신을 낳아준 엄마입니다.	False	none	none
엄마 성을 따랐나? 느그 아부지 뭐하시노?	True	gender	hate
엄마 없다	False	others	offensive
엄마 크팝시절 생각나네요^^ 지금도 예뻐용 ♡그리고 악플좀 달지마세요 가족은 건드리는거 아닙니다 누가 님들 가족 욕한다고 생각해보세요조그만한 아기한테 욕은 심하잖아요 ㅠㅠ	False	none	none
엄마.아빠가 잘 웃으니 하은이도 밝은 웃음이 예쁘네요^^	False	none	none
엄마가 실종됐는데 잠이 오니?제사 안지내고 딸한테 말도없이밥봉사하고 있다는것도 어이없고그와중에 차서방한테 전화??어떻게든 엮으려고 억지로 끼워맞추기 하지맙시다 오늘꺼 별루였어요	False	none	offensive
엄마가 예뻐서 아가들도 예뻐요	False	none	none
엄마가 황신혜인데 구찌 옷이 대수겠냐. 이쁘다~	False	none	none
엄마나 딸이나 똑같네 엄마도 너무하고 장윤정은 넘치는게 돈인데 애초에 여기까지 온게 둘다 똑같은것같은데	False	others	offensive
엄마는 저렇게나 이쁜데...넘 이쁘다	False	none	none
엄마닮아서 천만다행~!!	False	none	none
엄마랑 붕어빵은 아니네요 ㅠㅠ 안타깝다ㅠㅠ	False	none	none
엄마로써 느끼는 행복은 여자로 태어나 내가 누릴 수 있는 최고의 기쁨? 그거 자기 기준이지 아닌사람들도있어요 너무 세상다아는척 ㄴㄴ	False	none	offensive
엄마의 인기를 등에업고..관종이네.. 관심없다..	False	none	offensive
엄마한테 잘해야 해요	False	none	none
엄벌에 처해주세요~	False	none	none
엄연히 따지면 승리는 돈벌자고 범죄를 묵인한거고 얘는 지가 재미로 저지른거지	False	none	none
엄태웅은 집에 임신한 부인이 있었고박유천은 약혼자가 옆에 있었고김흥국은 마누라가몇년째 외국에 있고...의 차이	False	none	offensive
엄하게 꾸짖는것 보다 따뜻한 말 한마디가 나를.. 타인을.. 세상을 바꾸는 진리.. 감동ㅜㅜ	False	none	none
엄현경 진정 연기자가 맞긴 하냐???	False	none	offensive
업소 여자라며 업소여자는 뭐하는 사람인데? ㅋ 그리고 왜 변호사가 하필 강용석인데 ㅋ	True	gender	hate
엌ㅋㅋㅋㅋㅋㅋ 완전 닮았다 그리고 뭐가 아깝냐느니 그런소리좀 하지마라 진짜	False	none	none
에고 김진아씨가 아깝당	False	none	none
에구 설리야 예수님 손을 붙잡았어야지. 고블린뮤비는 진짜 이상했어. 왜 이상한사탄숭배회사소굴에 계속 머물러서ㅠㅠㅠㅡㅜ	False	others	hate
에구 절대 말 썩어서 득이 없는 인간을 대하는 임블리 힘내세요.	False	none	none
에구 초기에 유산할수도 있는데 떠벌리지말지	False	none	offensive
에구.. 어린 아들 때문에 편히 눈감지 못하셨겠네요... 이를 어째... 주변의 도움으로 아이가 씩씩하게 성장하기를 바랄게요.. 재근씨는 아이 맘속에 영원히 살아계실거에요.. 명복을 빕니다....	False	none	none
에라이 인간아	False	none	offensive
에로영화 - 처제의 유혹	True	gender	hate
에릭 결혼했어?	False	none	none
에림이...워낙 티비에서 애기때부터 봐와서 자그마하게 정이가긴 하는데...열심히 해봐라 ㅡㅜ	False	none	none
에스더 자신감 무엇ㅋㅋㅋㅋㅋㅋ 나라면 얼어붙을 자리인데 자진해서 노래부르는 장면보고 감탄함ㅋㅋ 에스더가 문단열딸인지 첨알았네 할리 아들도 수줍어하는데 잘생겼넼	False	none	none
에스더 정말 마음이 따듯하고 큰 사람같네요	False	none	none
에스엔에스도 매체인데 영향력있고 핫한 분이 티비에 나오는데 뭐가문제임? 이쁘고 귀엽고 음식에패션까지 두루두루다재다능한데 괜히 무슨 남편이재력가라든지 티비앞에누워서 지적질은 ~ 참나원내	False	none	offensive
에이 ㅋ 진짜 며느리로 대려왔으면 개거품 무실거면서 ㅋ	False	none	offensive
에이 뻥 아냐?	False	none	offensive
에이미 물귀신 작전이 휘(발)성 이벤트면 좋겠는데...	False	none	offensive
에이미 제발 조용히 사세요..다른 사람에게 피해주지마라..너로 인하여 아무 이유없이 피해보게 하지마..재수앖네	False	none	offensive
에이미.. 넘 이상한것 같음..	False	none	none
에이스의 폭행은 리더로써의 마지막 역할이었다. 이렇게 동료들을 유명하게 만들어주고 떠난 그의 속깊은 슬픈주먹은 계집들은 이해못하지 ㅉㅉ	True	gender	hate
에이프릴 이나은 고정 해도될듯 너무잘하더라♡	False	none	none
에이프릴 이나은 에이틴 김하나 예쁜거봐	False	none	none
"에이프릴이 한마디 합니다 ""예쁜게 죄"" 구하라님 ""무기징역"""	False	none	none
에이핑큰줄알았더니 짝퉁김남주였네	False	none	offensive
에혀 남자망신시키지말아라	True	gender	none
에효 추적60분 보면서 애가 타는데 이런 드라마만 보고 있는 국민들이 안타깝다. SBS는 드라마 편성시간 양보해라..오락거리 때문에 국가의 정의가 묻힌다--;	False	none	none
에휴 .. 보니까 여자분은 순수하게 사랑했던거 같은데 남자쪽에서 금전적 요구하고 돈빼먹었나보네요 ㅠㅠ 사랑을 악용하는 쪽이 더 나쁜듯 !!!	True	gender	hate
에휴 개돼지들 무혐의 나오니까 바로 태세전환하죠 이러니 결과가 나올때까지 기다려봐야한다니까	False	others	hate
에휴 그냥 곱게 봐주면 어디 덧나나 욕할께 뭐있다구 ,,,,	False	none	none
에휴 뻔한 노이즈마케팅 이렇게해서라도 알리고싶겠지만 부모가봤을때 참조아라 하시겠다	False	others	offensive
에휴 사람들은 기사가 나와서 그걸 이야기 하는데 법적조치라니 이젠 무슨 기사가떠도 함부로 말못하겠네	False	none	none
에휴 선처 없다네... 인정머리 보소.,	False	none	hate
에휴 여편네가 얼마나 못났으면 종국이가2년동안 집을 두번들어 왔겠냐 똑같지뭐 성격파탄자들	True	gender	hate
에휴 여편네들 하라는 일은 안하고 드라마나 쳐보니 ㅉㅉ	True	gender	hate
에휴.. 니들이 초등학생들이냐? 히어로물 보면서 우와우와 거리냐? 한심하다 ㅉ	False	others	offensive
에휴.... 한심한 놈. 그 외모와 연기력 가지고 똑바로 행동했으면 박보검을 이을 차세대 배우가 됬을텐데.... 지 복을 지가 차버렸네.	False	none	offensive
에휴.....중간 중간 웃겨주기는 하는데 너무 늘어짐. 배우들이 연기를 너무 잘해서 보고는 있는데 어째 점점 흥미가 떨어짐 오늘꺼 내용 진전도 없고 그냥 그랬는데 많이들 좋아하네 ㅋㅋㅋ	False	none	none
에휴..결국 손주도 못보고 가시는구나..명복을 빕니다	False	none	none
에휴..백종원 식상한다. 이제 그만 나왔으면	False	none	offensive
에휴..이소라 레이저빨로 얼굴 잘 땡겨올린거 같더니 얘도 눈두덩은 어쩌지 못하고 주저 앉았네.웃프다	False	none	offensive
에휴ㅠㅠ 아들셋이라ㅋ 돈많으니 뭐~~	False	none	none
엑소 아니면 안봄 ㅎㅎ	False	none	none
엑소가 번돈으로 앨범내냐	False	none	none
엑소가 없으니깐 시상식이 영 격이 떨어지네 마치 메시호날두 빠진 발롱도르 시상식이랄까...	False	others	offensive
엑소가 제자?? 겁나 부럽다...	False	none	none
엑소는 범접할 수 없는 아이돌계의 신같은 존재라 감히 말도 못꺼내고, 그나마 방탄은 만만하고 실현 가능해서 목표로 삼는듯	False	none	offensive
엑소엘에게 맨날 쳐맞던 빵셔틀 아미들이였는데 많이컸네 ㅋㅋㅋㅋ짜져라	False	others	offensive
엑스원 변성기 앵앵이들 ㅋㅋㅋ	False	none	offensive
엔딩 허접하게 해놓고 열린결말이라 둘러대는거냐?	False	none	offensive
엔딩에 주인공 대역 재현은 살다살다 첨본다. 경찰청 사람들이냐?	False	none	none
엔딩에서 나차장 울때 같이 울었다,몇년전 날 보는거 같아서 ,다행히 지금은 남편이랑 잘 살고 있다 ..장나라 연기 진짜 짱인듯 ~	False	none	none
엠OOO년들 시사방송은 껍데기는 그럴싸해 보이는데 속은 온갖 추측과 감정적인 주장만 난무하는 막무가내식 꼴통이다	False	others	hate
엠블랙도 참 불쌍하다 한창 잘나갈수 있는되 팀이 공중분해되고 회사 없어지고	False	none	none
엠빙신 채널지운지 오래 최승호뒺문으로 들어온 적폐 사퇴시키고구속해야지.국정농단문재인은 정작 국민대중이 원하는 조사나 구속은 없고 지가 싫은것만 벌하면서 경제말아먹는싸이코 이중인격 찐따	False	others	hate
엣날에 실력파 댄스그룹들이 그립내...노이즈 알이에프 ㄷㄷ 언제부터 갑자기 나이어린 아이돌 걸그룹창여들이 나오면서 대중가요가 망햇지	True	gender	hate
엥 누군지모르는데.. 남자라서 이렇게 관심받나 ㅋㅋ	True	gender	none
엥 이쁜데? 달라보인다ㅋㅋ 외모로는 이미 배우지	False	others	none
여 아이돌 일동: 저 이모 누구야?	True	gender	hate
여관 따라오라해서 따라가는건 뭐임??ㅋㅋㅋㅋㅋ	False	none	offensive
여기 30대 40대 김치 노처녀들 지들이 임신한거 마냥 감정이입 넣어 욕 댓글 담.이게 한국여자들 상임.뼛속까지 김치쉰녀들	True	gender	hate
여기 ㅈㄴ웃긴 게 비난하는 욕도 없고 그냥 18키로 찌우다니 대단하다란글밖에 없는데댓글이 찔리는 건지 누가봐도 여자라 그러네그러니까 안 먹어도 되는 욕을 먹는 거다 페미들아	True	gender	hate
여기 결혼못한애 많아가지고 이런댓글다는거냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	False	others	offensive
여기 댓글들 왜이래;; 이상한 사람들 몰려와서 댓글다네	False	others	offensive
여기 댓글들보니 못난 인간들 참 많네. 남 행복하게 잘 사는거보니 배알들이 꼴려서;; 성은씨 너무 축하해요. 이쁜 아기 사진 종종 보여주세요! 다복한 가정 이루시길^^	False	none	offensive
여기 댓글보니 대다수가 30대여성.이제와서 마음이 아프단다.그동안 악플 가장 많이 단 애들도 30대여성아니였나?	True	gender	offensive
여기 댓글에 자격지심 느끼는 애들 화사닮음ㅋ	False	others	offensive
여기 댓글은 타팬들이 다는거임?아님 팬코하는 가짜팬?이때다 싶어 악플러들 총집합하셨네.악플고소들어가면 쥐죽은듯이 숨을 인간들.	False	others	hate
여기 부부도 협찬 무지 받았나?거의 무명급 아이돌가수 결혼 하는거 만큼 기사 내네 ㅋ	False	others	offensive
여기 소속사 yg랑 뭔가 있었다는 뉴스 얼핏 본 기억이 있는데..	False	others	offensive
여기 타가수팬들 들어와서 알바하나봐요 참불쌍타~~자기 가수욕먹이는 행동인줄모르고 그럴시간 있으면 자기 가수 기사댓글이나 더 달고 음악 스밍이나 더하겠네~	False	others	offensive
여기 피해망상에 찌든 여자들말 들을 필요 없어요. 어차피 얘네는 대한민국 남성이 모두 적인 애들이야. 세상 모든게 다 남자 잘못이라고 생각 하는애들...	True	gender	hate
여기도 댓글수준이 참ㅋㅋ 애한테 못하는소리가 없고 엄마가 멀입히든 멀하든 먼상관이이야 어이가없네	False	none	none
여기서 난리치는거 트페미년들이지?ㅋㅋㅋㅋㅋㅋㅋ좋아하는 가수나 배우 죽으면 애도하는것처럼 우상이 죽어서 슬퍼하겠다는데 말이많네 쟤들은 니들이랑 다르게 칼라거펠트가 만드는거 좋아하고 많이 사고 했으니까 오지랖작작좀ㅠㅠ	True	gender	hate
여기서 민주당 중진까지 연결되고 그다음 임종석 문재앙까지 연결되서 탄핵이 시작되면 정말 좋겠습니다 막장 대통령 탄핵이 제 소망이자 희망입니다	False	none	hate
여기서 성희롱적인 발언 하는 애들은 해외 응딩이 뒤에 숨은 거냐 아님 잃을 게 없는 새끼들이냐? 콩밥 한 번 먹어봐야 정신차릴라나	False	none	hate
여기서 실명이나 초성으로라도 언급하면 고소감인건 알고있지???? 고소먹을 준비는 하고 언급하는 거냐 닭대가리들아	False	none	hate
여기서 악플다는 사람들너네 가족이라고 생각해봐라 ㅉㅉ	False	none	hate
여기서 이거 어제 안본 사람이 한 50프로는 될걸?기사 제목에 따라 댓글이 찬양이냐 악플이냐로 갈라지더라 스엠에서 돈주고 쓴 기사같다	False	others	offensive
여기서는 까여도 막상 yg연예인 사진찍은 기사나오면 빠순이들 좋다고 헤벌레하던데ㅋㅋㅋ	True	gender	offensive
여기서도 군대얘기 하는 쓰레기들은 없겠지?	False	others	hate
여기서도 쿵쾅 저기서도 쿵광.....	True	gender	hate
여기에도 일베충들이 출현,,,네이버에선 벌레들 단속안하고 뭐하냐,,,댓글창이 엉망,,,	False	others	hate
여기에서도 남을 막 뭐라고 딱딱 지적하고 뭐라하고 정죄하고 하는 분들은.. 과연 자기네들이 남을 뭐라 할 수 있는지.. 남을 정죄하고 그런 걸 너무 예사롭게 하는 거 같습니다.	False	none	none
여대먼저 없애라. 이대 의대, 약대, 로스쿨 먼저 반환해야지.	False	others	none
여러 문제가 아니라 ‘안재현씨’의 문제겠죠^^	False	none	none
여러분 절대 보지마세요.. 드럽게 재미없는 3류영화입니다 !!!	False	none	none
여러분 현재 한국이 적화통일 당하기 일촉즉발입니다 이것은 하나님을 잊은 한국에 임하는 하나님의 벌입니다 이제 모두 깨어나 회개하고 예수님믿으셔서 웃으며 예수님 만납시다! 천국에서 만나요!	False	others	none
여러분!!! 김용국 조선족인데 왜 이렇게 잘생겼나요?	False	others	none
여러분!!! 설현이 악플러 고소할만큼 그렇게 대단한 여자인가요?	False	others	offensive
여러분!!! 승리 지적으로 보이지 않나요?	False	none	none
여러분!!! 오늘 고현정이 어떤남자 욕조에서 샤워기로 물뿌리고 때리는거 개웃기지 않았나요? 저 엄청 뿜었어요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	False	none	none
여러분. 악플은 삼갑시다. 진짜로 부탁드립니다.	False	none	none
여배우 몸에 먼짓을 했냐 이 백정들아	True	gender	hate
여보세요~~~ 그냥 남자가 권태기 와서 여자 버리고 싶어진겁니다~~여러분 결혼 한번 안해본 사람들처럼 왜이러세요~~	True	gender	hate
여상진샘 수리논술 천재~^^	False	none	none
여선생 생긴거보고 빵터졌다 ㅋㅋㅋㅋ 와 싑진짜 ㅋㅋ 평생혼자살 관상이랄까? ㅋㅋㅋㅋ	True	gender	hate
여성 외모 가지고 이러쿵저러쿵 평가질 하지 말라던 분들이 아주 신나셨네요ㅋㅋㅋㅋㅋㅋㅋㅋㅋ돌려까고 대놓고 까고 난리났네ㅋㅋ 진짜 수준 떨어져서ㅋ	False	none	offensive
여성비율 69 아줌마들아 좀 징징대지마라급식년들도 마찬가지고 역사배경지식이 아무것도 없으니 재미가 없지 허구헌날 달달핰 로코 만 쳐보니까 비주얼 쩔고 젊은 남자가 나와서 니들 판타지 만족시켜줄 드라마만 찾지ㅉㅉㅉ	True	gender	hate
여성이 정신을 잃어 동의한적 없는데 섹스한거면 그게 강간인데..? 사과받고싶어 만났다가 두번째 강간 당한 사람 적지않은데 그게 왜 문제인지도 모르겠음.	False	none	none
여신이따로없다 진심	False	none	none
